version,0.288,,,,,,,,,,,,,,,,
Label,Description,P_Familj,Group Name,Variable Name,Internet link,Latin,p_Smaprov,P_Stora,P_BuskarTrad,P_Barande,P_Habitat,P_hävd,P_Mossor,P_Fukt,P_KalkSilikat,P_sida_nordiskafloran,Datum införande
Ag,,Halvgräs,VattenArter,Ag,http://www.biopix.net/search.aspx?q=Cladium%20mariscus,Cladium mariscus,,Stor art,,,,,,Vatten,,782,2015-08-28
Flaskstarr/blåstarr,,Halvgräs,VattenArter,Flask_blasstarr,https://sv.wikipedia.org/wiki/Flaskstarr/bl%C3%A5starr,Carex rostrata/C. vesicaria,,,,,,,,Vatten,,796,
Kaveldun,,Halvgräs,VattenArter,Kaveldun,https://sv.wikipedia.org/wiki/Kaveldun,Typha latifolia/T. angustifolia,,,,,,,,Vatten,,759,
Norrlandsstarr,,Halvgräs,VattenArter,Norrlandsstarr,https://sv.wikipedia.org/wiki/Norrlandsstarr,Carex aquatilis,,,,,,,,Vatten,,813,
Skogssäv,,Halvgräs,VattenArter,Skogssav,https://sv.wikipedia.org/wiki/Skogss%C3%A4v,Scirpus sylvaticus,,,,,,,,Vatten,,774,
Säv/Blåsäv,,Halvgräs,VattenArter,Sav_blasav,https://sv.wikipedia.org/wiki/S%C3%A4v/Bl%C3%A5s%C3%A4v,Schoenoplectus lacustris/S. tabernaemontani,,,,,,,,Vatten,,775,
Tuv-/stylt-/bunkestarr,,Halvgräs,VattenArter,Tuv_stylt_bunkestarr,https://sv.wikipedia.org/wiki/Tuv-/stylt-/bunkestarr,Carex cespitosa/C. nigra var juncea/C. elata,,,,,,,,Vatten,,814,
Vass,,Halvgräs,VattenArter,Vass,https://sv.wikipedia.org/wiki/Vass,Phragmites australis,,,,,,,,Vatten,,875,
Vasstarr,,Halvgräs,VattenArter,Vasstarr,https://sv.wikipedia.org/wiki/Vasstarr,Carex acuta,,,,,,,,Vatten,,815,
Veke-/knapptåg,,Halvgräs,VattenArter,Veke_knapptag,https://sv.wikipedia.org/wiki/knappt%C3%A5g,Juncus effusus/J. conglomeratus,,,,,,,,Vatten,,764,
Rörflen,,Gräs,VattenArter,Rorflen,https://sv.wikipedia.org/wiki/R%C3%B6rflen,Phalaris arundinacea,,Stor art,,,,,,,,872,2016-09-08
"Andmat (flytande, utom korsandmat)",,Kallaväxter,VattenArter,Andmat,https://sv.wikipedia.org/wiki/Andmat,Lemna spp/Spirodela polyrhiza,,,,,,,,Vatten,,743,
Lånke-arter,,Lånkeväxter,VattenArter,Lanke_arter,https://sv.wikipedia.org/wiki/L%C3%A5nke-arter,Callitriche spp.,,,,,,,,Vatten,,502,
Näckrosor,,Näckrosväxter,VattenArter,Nackrosor,https://sv.wikipedia.org/wiki/N%C3%A4ckrosor,Nuphar spp/Nymphaea spp,,,,,,,,Vatten,,158,
Kabbleka,,Ranunkelväxter,VattenArter,Kabbleka,https://sv.wikipedia.org/wiki/Kabbleka,Caltha palustris,,,,,,,,Vatten,,161,
Älgört,,Rosväxter,VattenArter,Algort,https://sv.wikipedia.org/wiki/%C3%84lggr%C3%A4s,Filipendula ulmaria,,Stor art,,,,,,Vatten,,265,2015-08-28
Axveronika,,,Habitat_Grasmarksarter,Axveronika,,,,,,,Gräsmark,,,,,,
Backglim,,,Habitat_Grasmarksarter,Backglim,,,,,,,Gräsmark,,,,,,
Backklöver,,,Habitat_Grasmarksarter,Backklover,,,,,,,Gräsmark,,,,,,
Björnbrodd,,,Habitat_Grasmarksarter,Bjornbrodd,,,,,,,Gräsmark,,,,,,
Blodnäva,,,Habitat_Grasmarksarter,Blodnava,,,,,,,Gräsmark,,,,,,
Brokstarr ,Carex bicolor ,,Habitat_Grasmarksarter,Brokstarr ,http://linnaeus.nrm.se/flora/mono/cypera/carex/carebic.html,,,,,,Gräsmark,,,,,,
Brudbröd,,,Habitat_Grasmarksarter,Brudbrod,,,,,,,Gräsmark,,,,,,
Brudsporre,,,Habitat_Grasmarksarter,Brudsporre,,,,,,,Gräsmark,,,,,,
Darrgräs,,,Habitat_Grasmarksarter,Darrgras,,,,,,,Gräsmark,,,,,,
Dvärglummer,,,Habitat_Grasmarksarter,Dvarglummer,,,,,,,Gräsmark,,,,,,
Flentimotej,,,Habitat_Grasmarksarter,Flentimotej,,,,,,,Gräsmark,,,,,,
Flugblomster,,,Habitat_Grasmarksarter,Flugblomster,,,,,,,Gräsmark,,,,,,
Getväppling,,,Habitat_Grasmarksarter,Getvappling,,,,,,,Gräsmark,,,,,,
Gräsull,,,Habitat_Grasmarksarter,Grasull,,,,,,,Gräsmark,,,,,,
Grönkulla,,,Habitat_Grasmarksarter,Gronkulla,,,,,,,Gräsmark,,,,,,
Hårstarr,,,Habitat_Grasmarksarter,Harstarr,,,,,,,Gräsmark,,,,,,
Jordtistel,,,Habitat_Grasmarksarter,Jordtistel,,,,,,,Gräsmark,,,,,,
Kantig_fetknopp,,,Habitat_Grasmarksarter,Kantig_fetknopp,,,,,,,Gräsmark,,,,,,
Klasefibbla,,,Habitat_Grasmarksarter,Klasefibbla,,,,,,,Gräsmark,,,,,,
Knagglestarr-gruppen,,,Habitat_Grasmarksarter,Knagglestarr_gruppen,,,,,,,Gräsmark,,,,,,
Krisslor,,,Habitat_Grasmarksarter,Krisslor,,,,,,,Gräsmark,,,,,,
Kärrknipprot,,,Habitat_Grasmarksarter,Karrknipprot,,,,,,,Gräsmark,,,,,,
Lundtrav,,,Habitat_Grasmarksarter,Lundtrav,,,,,,,Gräsmark,,,,,,
Majviva,,,Habitat_Grasmarksarter,Majviva,,,,,,,Gräsmark,,,,,,
Rosettjungfrulin,,,Habitat_Grasmarksarter,Rosettjungfrulin,,,,,,,Gräsmark,,,,,,
Rödkämpar,,,Habitat_Grasmarksarter,Rodkampar,,,,,,,Gräsmark,,,,,,
Sankt_Pers_nycklar,,,Habitat_Grasmarksarter,Sankt_Pers_nycklar,,,,,,,Gräsmark,,,,,,
Slankstarr,,,Habitat_Grasmarksarter,Slankstarr,,,,,,,Gräsmark,,,,,,
Slåtterblomma,,,Habitat_Grasmarksarter,Slatterblomma,,,,,,,Gräsmark,,,,,,
Solvända/Ölandssolvända,Helianthemum nummularium/oelandicum,,Habitat_Grasmarksarter,Solvanda_Olandssolvanda,,,,,,,Gräsmark,,,,,,
Spåtistel,,,Habitat_Grasmarksarter,Spatistel,,,,,,,Gräsmark,,,,,,
Svarthö,,,Habitat_Grasmarksarter,Svartho,,,,,,,Gräsmark,,,,,,
Tvåblad,,,Habitat_Grasmarksarter,Tvablad,,,,,,,Gräsmark,,,,,,
Vildlin,,,Habitat_Grasmarksarter,Vildlin,,,,,,,Gräsmark,,,,,,
Vit_fetknopp,,,Habitat_Grasmarksarter,Vit_fetknopp,,,,,,,Gräsmark,,,,,,
Vår-/småfingerört,,,Habitat_Grasmarksarter,Var_smafingerort,,,,,,,Gräsmark,,,,,,
Älväxing,,,Habitat_Grasmarksarter,Alvaxing,,,,,,,Gräsmark,,,,,,
Ängsgentiana,,,Habitat_Grasmarksarter,Angsgentiana,,,,,,,Gräsmark,,,,,,
Ängshavre,,,Habitat_Grasmarksarter,Angshavre,,,,,,,Gräsmark,,,,,,
Axag,,,Habitat_Vatmarksarter,Axag,,,,,,,Våtmark,,,,,,
Björnbrodd,,,Habitat_Vatmarksarter,Bjornbrodd,,,,,,,Våtmark,,,,,,
Brudsporre,,,Habitat_Vatmarksarter,Brudsporre,,,,,,,Våtmark,,,,,,
Dvärglummer,,,Habitat_Vatmarksarter,Dvarglummer,,,,,,,Våtmark,,,,,,
Flugblomster,,,Habitat_Vatmarksarter,Flugblomster,,,,,,,Våtmark,,,,,,
Gräsull,,,Habitat_Vatmarksarter,Grasull,,,,,,,Våtmark,,,,,,
Guckusko,,,Habitat_Vatmarksarter,Guckusko,,,,,,,Våtmark,,,,,,
Guldspärrmossa ,,,Habitat_Vatmarksarter,Guldsparrmossa,,,,,,,Våtmark,,Mossor,,,,
Gyllenmossa ,,,Habitat_Vatmarksarter,Gyllenmossa,,,,,,,Våtmark,,Mossor,,,,
Huvudstarr,,,Habitat_Vatmarksarter,Huvudstarr,,,,,,,Våtmark,,,,,,
Hårstarr,,,Habitat_Vatmarksarter,Harstarr,,,,,,,Våtmark,,,,,,
Kalklungmossa ,,,Habitat_Vatmarksarter,Kalklungmossa,,,,,,,Våtmark,,Mossor,,,,
Knagglestarr-gruppen,,,Habitat_Vatmarksarter,Knagglestarr_gruppen,,,,,,,Våtmark,,,,,,
Korvskorpionmossa ,,,Habitat_Vatmarksarter,Korvskorpionmossa,,,,,,,Våtmark,,Mossor,,,,
Källtuffmossa ,,,Habitat_Vatmarksarter,Kalltuffmossa,,,,,,,Våtmark,,Mossor,,,,
Kärrknipprot,,,Habitat_Vatmarksarter,Karrknipprot,,,,,,,Våtmark,,,,,,
Kärrmörkia ,,,Habitat_Vatmarksarter,Karrmorkia,,,,,,,Våtmark,,Mossor,,,,
Kärrtrumpetmossa ,,,Habitat_Vatmarksarter,Karrtrumpetmossa,,,,,,,Våtmark,,Mossor,,,,
Majviva,,,Habitat_Vatmarksarter,Majviva,,,,,,,Våtmark,,,,,,
Myruddmossa ,,,Habitat_Vatmarksarter,Myruddmossa,,,,,,,Våtmark,,Mossor,,,,
Piprensarmossa ,,,Habitat_Vatmarksarter,Piprensarmossa,,,,,,,Våtmark,,Mossor,,,,
Praktflikmossa ,,,Habitat_Vatmarksarter,Praktflikmossa,,,,,,,Våtmark,,Mossor,,,,
Röd_skorpionmossa,,,Habitat_Vatmarksarter,Rod_skorpionmossa,,,,,,,Våtmark,,Mossor,,,,
Slankstarr,,,Habitat_Vatmarksarter,Slankstarr,,,,,,,Våtmark,,,,,,
Slåtterblomma,,,Habitat_Vatmarksarter,Slatterblomma,,,,,,,Våtmark,,,,,,
Späd_skorpionmossa,,,Habitat_Vatmarksarter,Spad_skorpionmossa,,,,,,,Våtmark,,Mossor,,,,
Stor skedmossa,,,Habitat_Vatmarksarter,Stor_skedmossa,,,,,,,Våtmark,,Mossor,,,,
Svanmossa ,,,Habitat_Vatmarksarter,Svanmossa,,,,,,,Våtmark,,Mossor,,,,
Svarthö,,,Habitat_Vatmarksarter,Svartho,,,,,,,Våtmark,,,,,,
Svartknoppsmossa ,,,Habitat_Vatmarksarter,Svartknoppsmossa,,,,,,,Våtmark,,Mossor,,,,
Tagelstarr,,,Habitat_Vatmarksarter,Tagelstarr,,,,,,,Våtmark,,,,,,
Tagelsäv,,,Habitat_Vatmarksarter,Tagelsav,,,,,,,Våtmark,,,,,,
Trekantig_svanmossa,,,Habitat_Vatmarksarter,Trekantig_svanmossa,,,,,,,Våtmark,,Mossor,,,,
Tråd-/smalfräken,,,Habitat_Vatmarksarter,Trad_smalfraken,,,,,,,Våtmark,,,,,,
Tuffmossor ,,,Habitat_Vatmarksarter,Tuffmossor,,,,,,,Våtmark,,Mossor,,,,
Tvåblad,,,Habitat_Vatmarksarter,Tvablad,,,,,,,Våtmark,,,,,,
Ängsnycklar,,,Habitat_Vatmarksarter,Angsnycklar,,,,,,,Våtmark,,,,,,
1210 Driftvallar,1210 Driftvallar,,Naturahabitat,1210,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
1220 Sten och grusvallar,1220 Sten och grusvallar,,Naturahabitat,1220,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
1230 Havsklippor,1230 Havsklippor,,Naturahabitat,1230,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
1310 Glasörtstränder,1310 Glasörtstränder,,Naturahabitat,1310,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
1330 Salta strandängar,1330 Salta strandängar,,Naturahabitat,1330,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
1610 Åsöar i Östersjön,1610 Åsöar i Östersjön,,Naturahabitat,1610,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
1620 Skär  i Östersjön,1620 Skär  i Östersjön,,Naturahabitat,1620,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
1630 Strandängar vid Östersjön,1630 Strandängar vid Östersjön,,Naturahabitat,1630,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
1640 Sandstränder,1640 Sandstränder,,Naturahabitat,1640,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
1952 Moränstrand,1952 Moränstrand,,Naturahabitat,1952,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
2110 Fördyner,2110 Fördyner,,Naturahabitat,2110,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
2120 Vita dyner,2120 Vita dyner,,Naturahabitat,2120,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
2130 Grå dyner,2130 Grå dyner,,Naturahabitat,2130,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
2140 Risdyner,2140 Risdyner,,Naturahabitat,2140,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
2170 Sandvidedyner,2170 Sandvidedyner,,Naturahabitat,2170,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
2180 Trädklädda dyner,2180 Trädklädda dyner,,Naturahabitat,2180,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
2190 Dynvåtmarker,2190 Dynvåtmarker,,Naturahabitat,2190,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
2320 Rissandhedar,2320 Rissandhedar,,Naturahabitat,2320,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
2330 Grässandhedar,2330 Grässandhedar,,Naturahabitat,2330,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
3210 Större vattendrag,3210 Större vattendrag,,Naturahabitat,3210,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
3220 Alpina vattendrag,3220 Alpina vattendrag,,Naturahabitat,3220,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
4010 Fukthedar,4010 Fukthedar,,Naturahabitat,4010,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
4030 Torra hedar,4030 Torra hedar,,Naturahabitat,4030,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
4060 Alpina rishedar,4060 Alpina rishedar,,Naturahabitat,4060,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
4080 Alpina videbuskmarker,4080 Alpina videbuskmarker,,Naturahabitat,4080,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
5131 Enbuskmark på hed,5131 Enbuskmark på hed,,Naturahabitat,5131,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
5132 Enbuskmark på kalkgräsmark,5132 Enbuskmark på kalkgräsmark,,Naturahabitat,5132,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
5133 Naturlig enbuskmark,5133 Naturlig enbuskmark,,Naturahabitat,5133,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
6110 Basiska berghällar,6110 Basiska berghällar,,Naturahabitat,6110,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
6120 Sandstäpp ,6120 Sandstäpp ,,Naturahabitat,6120,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
6150 Alpina silikatgräsmarker,6150 Alpina silikatgräsmarker,,Naturahabitat,6150,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
6170 Alpina kalkgräsmarker,6170 Alpina kalkgräsmarker,,Naturahabitat,6170,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
6210 Kalkgräsmark,6210 Kalkgräsmark,,Naturahabitat,6210,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
6211 Orkidékalkgräsmark,6211 Orkidékalkgräsmark,,Naturahabitat,6211,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
6230 Stagg-gräsmarker,6230 Stagg-gräsmarker,,Naturahabitat,6230,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
6270 Silikatgräsmarker,6270 Silikatgräsmarker,,Naturahabitat,6270,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
6280 Alvar,6280 Alvar,,Naturahabitat,6280,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
6411 Kalkfuktäng,6411 Kalkfuktäng,,Naturahabitat,6411,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
6412 Fuktäng,6412 Fuktäng,,Naturahabitat,6412,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
6430 Högörtängar,6430 Högörtängar,,Naturahabitat,6430,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
6450 Svämängar,6450 Svämängar,,Naturahabitat,6450,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
6510 Slåtterängar i låglandet,6510 Slåtterängar i låglandet,,Naturahabitat,6510,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
6520 Höglänta slåtterängar,6520 Höglänta slåtterängar,,Naturahabitat,6520,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
6530 Lövängar,6530 Lövängar,,Naturahabitat,6530,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
6911 Öppen kultiverad betesmark,6911 Öppen kultiverad betesmark,,Naturahabitat,6911,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
6912 Öppen kultiverad slåtteräng,6912 Öppen kultiverad slåtteräng,,Naturahabitat,6912,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
6913 Trädbärande kultiverad betesmark,6913 Trädbärande kultiverad betesmark,,Naturahabitat,6913,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
6915 Tuvtåteläng,6915 Tuvtåteläng,,Naturahabitat,6915,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
6916 Buskrik utmark,6916 Buskrik utmark,,Naturahabitat,6916,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
7110 Högmossar,7110 Högmossar,,Naturahabitat,7110,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
7130 Terrängtäckande mossar,7130 Terrängtäckande mossar,,Naturahabitat,7130,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
7140 Öppna myrar,7140 Öppna myrar,,Naturahabitat,7140,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
7143 Strängflarkkärr/blandmyr,7143 Strängflarkkärr/blandmyr,,Naturahabitat,7143,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
7161 Källa (Punkt),7161 Källa (Punkt),,Naturahabitat,7161,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
7162 Källkärr,7162 Källkärr,,Naturahabitat,7162,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
7210 Agkärr,7210 Agkärr,,Naturahabitat,7210,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
7220 Kalktuffkällor (Punkt),7220 Kalktuffkällor (Punkt),,Naturahabitat,7220,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
7230 Rikkärr,7230 Rikkärr,,Naturahabitat,7230,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
7234 Källa i rikkärr (Punkt),7234 Källa i rikkärr (Punkt),,Naturahabitat,7234,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
7240 Alpina,7240 Alpina,,Naturahabitat,7240,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
7294 Källa i Aapamyr,7294 Källa i Aapamyr,,Naturahabitat,7294,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
7295 Källkärr i Aapamyr,7295 Källkärr i Aapamyr,,Naturahabitat,7295,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
7296 Rikkärr i Aapamyr,7296 Rikkärr i Aapamyr,,Naturahabitat,7296,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
7297 Rikärrskälla i Aapamyr,7297 Rikärrskälla i Aapamyr,,Naturahabitat,7297,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
7298 Öppen myr i Aapamyr,7298 Öppen myr i Aapamyr,,Naturahabitat,7298,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
7310 Strängflarkkärr/blandmyr,7310 Strängflarkkärr/blandmyr,,Naturahabitat,7310,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
7311 Kalktuffkälla i Aapamyr,7311 Kalktuffkälla i Aapamyr,,Naturahabitat,7311,http://www.slu.se/Documents/externwebben/s-fak/skoglig-resurshallning/Landskapsanalys_publikationer/2013/MOTHNILS_Habitatkompendium2013.pdf,,,,,,,,,,,,
